name,system_code,mohs,sg,ri,ri_no,ri_ne,formula,carbonate,phosphate,sulphate,cyanide,nitrate,hydroxyl,acetate,ammonium,hydrated water,oxygen,silicon,fluorine,chlorine,bromine,iodine,system,group
Portlandite,5.0,2.0,2.23,1.561,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Hex/Trig,Oxide
Posnjakite,2.0,2.5,0.0,1.67,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,Monoclinic,Oxide
Poudretteite,5.0,5.0,2.51,1.5219999999999998,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,Hex/Trig,Silicate
Povondraite,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,Unknown,Silicate
Powellite,4.0,3.75,4.25,1.979,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tetragonal,Oxide
Prehnite,3.0,6.25,2.875,1.633,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,Orthorhombic,Silicate
Pseudobrookite,3.0,6.0,4.36,2.387,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Orthorhombic,Oxide
Pseudomalachite,2.0,4.75,4.25,1.838,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Monoclinic,Oxide
Pseudowollastonite,2.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,Monoclinic,Silicate
Purpurite,3.0,4.5,3.3,1.939,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Orthorhombic,Oxide
Putnisite,3.0,1.75,2.2,1.578,,,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,27.0,0.0,0.0,0.0,0.0,0.0,Orthorhombic,Oxide
Pyrolusite,4.0,4.83,4.73,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tetragonal,Oxide
Pyrope,6.0,7.25,9.593,1.732,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Cubic,Silicate
Pyrophanite,5.0,5.5,4.537,2.349,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Hex/Trig,Oxide
Pyrophyllite,1.0,1.75,2.775,1.577,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,Triclinic,Silicate
Pyroxferroite,1.0,5.0,3.48,1.758,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,0.0,0.0,0.0,0.0,Triclinic,Silicate
Pyroxmangite,1.0,3.5,3.8,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,0.0,0.0,0.0,0.0,Triclinic,Silicate
Rapidcreekite,3.0,2.0,2.239,1.5219999999999998,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,Orthorhombic,Oxide
Raslakite,5.0,5.0,0.0,1.61,,,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,30.0,11.0,0.0,3.0,0.0,0.0,Hex/Trig,Silicate
Raspite,2.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Monoclinic,Oxide
Reederite-(Y),5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,Hex/Trig,Oxide
Reinerite,3.0,5.25,4.27,1.783,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Orthorhombic,Oxide
Rhodochrosite,5.0,3.75,3.7,1.709,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Hex/Trig,Oxide
Rhodonite,1.0,6.0,3.665,1.73,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,Triclinic,Silicate
Rhomboclase,3.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,Orthorhombic,Oxide
Richterite,2.0,5.5,3.25,1.6269999999999998,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,Monoclinic,Silicate
Ringwoodite,6.0,0.0,2.898,1.8,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,Cubic,Silicate
Roaldite,6.0,6.0,7.21,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cubic,Other
Robertsite,2.0,2.0,3.15,1.805,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,42.0,0.0,0.0,0.0,0.0,0.0,Monoclinic,Oxide
Rodalquilarite,1.0,2.5,5.06,2.151,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,Triclinic,Oxide
Romanechite,2.0,6.25,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,Monoclinic,Oxide
Romeite,0.0,5.75,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Unknown,Oxide
Rosasite,2.0,4.0,4.1,1.773,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Monoclinic,Oxide
Roselite,2.0,3.5,3.69,1.729,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,Monoclinic,Oxide
Rosenbergite,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,Unknown,Oxide
Rozenite,2.0,2.5,2.29,1.536,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,Monoclinic,Oxide
Rubicline,1.0,0.0,0.0,1.524,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,Triclinic,Silicate
Ruizite,2.0,5.0,0.0,1.704,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,Monoclinic,Silicate
Russellite,3.0,3.5,7.35,2.346,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,Orthorhombic,Oxide
Rutherfordine,3.0,0.0,5.7,1.737,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Orthorhombic,Oxide
Rynersonite,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Unknown,Oxide
Sabinaite,2.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,Monoclinic,Oxide
Saleeite,2.0,0.0,3.27,1.57,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,Monoclinic,Oxide
Sampleite,2.0,4.0,3.2,1.662,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,0.0,0.0,1.0,0.0,0.0,Monoclinic,Oxide
Samuelsonite,2.0,5.0,3.353,1.653,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,Monoclinic,Oxide
Sanbornite,3.0,5.0,3.74,1.612,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,Orthorhombic,Silicate
Saneroite,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6.0,0.0,0.0,0.0,0.0,Unknown,Silicate
Santite,3.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,Orthorhombic,Oxide
Sapphirine,1.0,7.5,3.49,1.717,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.0,0.0,0.0,0.0,0.0,Triclinic,Silicate
Sarabauite,2.0,4.0,4.8,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,Monoclinic,Oxide
Sarkinite,2.0,4.5,0.0,1.803,,,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,Monoclinic,Oxide
Sassolite,1.0,1.0,1.48,1.418,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,Triclinic,Oxide
Satterlyite,5.0,4.75,3.68,1.72,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,Hex/Trig,Oxide
Sborgite,2.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,Monoclinic,Oxide
Schmiederite,2.0,0.0,5.62,1.943,,,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,Monoclinic,Oxide
Schoepite,3.0,2.5,4.8,1.713,,,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,Orthorhombic,Oxide
Schreyerite,2.0,7.0,0.0,2.7,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,Monoclinic,Oxide
Schrockingerite,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,1.0,0.0,0.0,0.0,Triclinic,Oxide
Schwertmannite,4.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,Tetragonal,Oxide
Scolecite,2.0,3.25,2.28,1.516,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,Monoclinic,Silicate
Scorodite,3.0,3.75,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Orthorhombic,Oxide
Scorzalite,2.0,6.0,3.33,1.6569999999999998,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Monoclinic,Oxide
Seamanite,3.0,4.0,0.0,1.656,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,Orthorhombic,Oxide
Searlesite,2.0,1.5,0.0,1.527,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,Monoclinic,Silicate
Seeligerite,3.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,9.0,0.0,3.0,Orthorhombic,Oxide
Segelerite,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,Unknown,Oxide
Seifertite,3.0,0.0,4.294,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Orthorhombic,Silicate
Sekaninaite,3.0,7.25,2.765,1.57,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,Orthorhombic,Silicate
Sellaite,4.0,5.25,3.15,1.384,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Tetragonal,Halide
Senarmontite,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unknown,Oxide
Sepiolite,3.0,2.0,2.0,1.523,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,8.0,3.0,0.0,0.0,0.0,0.0,Orthorhombic,Silicate
Serandite,1.0,5.25,0.0,1.681,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,Triclinic,Silicate
Serendibite,1.0,6.75,3.47,1.704,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7.0,0.0,0.0,0.0,0.0,Triclinic,Silicate
Serpierite,2.0,0.0,3.07,1.6230000000000002,,,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,Monoclinic,Oxide
Sewardite,3.0,3.5,4.16,1.94,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,Orthorhombic,Oxide
Shattuckite,3.0,3.5,4.1,1.783,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,Orthorhombic,Silicate
Shigaite,5.0,2.0,2.32,1.546,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,Hex/Trig,Oxide
Shortite,3.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Orthorhombic,Oxide
Siderite,5.0,4.0,3.96,1.758,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Hex/Trig,Oxide
Siderophyllite,2.0,2.5,3.0,1.611,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,Monoclinic,Silicate
Siderotil,1.0,2.5,2.15,1.525,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,Triclinic,Oxide
Sillimanite,3.0,7.0,3.24,1.665,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,Orthorhombic,Silicate
Simonellite,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Other
Simpsonite,5.0,7.25,6.7,2.035,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,Hex/Trig,Oxide
Sincosite,4.0,1.5,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,Tetragonal,Oxide
Sinkankasite,1.0,4.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,Triclinic,Oxide
Sinoite,3.0,0.0,2.83,1.817,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Orthorhombic,Silicate
Smithsonite,5.0,4.5,4.45,1.737,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Hex/Trig,Oxide
Sodalite,6.0,5.75,2.3,1.485,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,Cubic,Silicate
Soddyite,3.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,Orthorhombic,Silicate
Sonolite,2.0,5.5,0.0,1.777,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,Monoclinic,Silicate
Spessartine,0.0,7.0,4.21,1.8,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Unknown,Silicate
Spherocobaltite,5.0,4.0,4.13,1.7480000000000002,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Hex/Trig,Oxide
Spinel,6.0,7.75,3.863,1.719,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Cubic,Oxide
Spodumene,2.0,6.75,3.13,1.663,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,Monoclinic,Silicate
Spurrite,2.0,5.0,3.0,1.665,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,Monoclinic,Silicate
Staurolite,2.0,7.25,3.752,1.747,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,Monoclinic,Silicate
Stellerite,3.0,4.5,2.2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,4.0,0.0,0.0,0.0,0.0,Orthorhombic,Silicate
Stercorite,1.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,Triclinic,Oxide
Stichtite,5.0,1.75,2.16,1.529,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,Hex/Trig,Oxide
Stillwellite-(Ce),5.0,6.5,4.585,1.773,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,Hex/Trig,Silicate
Stilpnomelane,1.0,3.5,2.865,1.639,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,36.0,0.0,0.0,0.0,0.0,Triclinic,Silicate
Stishovite,4.0,9.5,0.0,1.818,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Tetragonal,Silicate
Strengite,3.0,2.5,2.84,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,Orthorhombic,Oxide
Strontianite,3.0,2.0,3.76,1.617,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Orthorhombic,Oxide
Struvite,3.0,1.75,1.7,1.4980000000000002,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Orthorhombic,Oxide
Studenitsite,2.0,5.75,2.29,1.545,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,Monoclinic,Oxide
Studtite,2.0,1.5,3.58,1.5930000000000002,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Monoclinic,Oxide
Sturmanite,4.0,2.5,1.851,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,Tetragonal,Oxide
Suanite,2.0,5.5,2.91,1.635,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,Monoclinic,Oxide
Sugilite,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,Unknown,Silicate
Sursassite,2.0,3.0,0.0,1.745,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,Monoclinic,Silicate
Susannite,5.0,2.75,6.55,1.96,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,Hex/Trig,Oxide
Sussexite,2.0,0.0,3.3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,Monoclinic,Oxide
Svanbergite,5.0,5.0,3.22,1.64,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Hex/Trig,Oxide
Switzerite,2.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,Monoclinic,Oxide
Sylvite,0.0,2.0,1.993,1.49,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Unknown,Halide
Synchysite-(Ce),2.0,4.5,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,Monoclinic,Oxide
Syngenite,2.0,2.5,2.591,1.5119999999999998,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,Monoclinic,Oxide
Tachyhydrite,5.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,Hex/Trig,Oxide
Talc,1.0,1.0,2.705,1.577,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,Triclinic,Silicate
Talmessite,1.0,5.0,3.497,1.685,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,Triclinic,Oxide
Tamarugite,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,Unknown,Oxide
Tangeite,3.0,3.5,3.795,2.05,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,Orthorhombic,Oxide
Tantite,1.0,7.0,8.55,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,Triclinic,Oxide
Taranakite,5.0,1.5,2.135,1.505,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,Hex/Trig,Oxide
Tarapacaite,3.0,0.0,2.735,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Orthorhombic,Oxide
Tarbuttite,1.0,3.5,0.0,1.693,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Triclinic,Oxide
Tausonite,6.0,6.25,4.88,2.4,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Cubic,Oxide
Tellurite,3.0,2.0,5.9,2.177,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Orthorhombic,Oxide
Tenorite,2.0,3.75,6.5,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Monoclinic,Oxide
Tephroite,3.0,6.0,3.995,1.805,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,Orthorhombic,Silicate
Teruggite,2.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,Monoclinic,Oxide
Thaumasite,5.0,3.5,1.877,1.483,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,Hex/Trig,Silicate
Thenardite,3.0,2.5,2.6830000000000003,1.477,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Orthorhombic,Oxide
Thermonatrite,3.0,1.25,2.255,1.483,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Orthorhombic,Oxide
Thomsenolite,2.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,Monoclinic,Halide
Thortveitite,2.0,5.5,3.55,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,Monoclinic,Silicate
Tienshanite,5.0,3.75,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,1.0,0.0,0.0,0.0,Hex/Trig,Silicate
Tin,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,Unknown,Oxide
Tinaksite,1.0,6.0,2.82,1.6269999999999998,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7.0,0.0,0.0,0.0,0.0,Triclinic,Silicate
